RowNumber,CustomerId,Surname,Geography,Gender,Age,Tenure,NumOfProducts,IsActiveMember,Contract Online,Internet Activity Score,Having Vollkasko,Kasco Changed Score,Exited
6035,15601045,Angelo,Spain,Male,37,8,2,0,0,5,1,0,0
6036,15764021,Frolov,France,Male,34,1,2,0,0,4,1,0,0
6037,15687218,West,France,Female,27,4,1,1,0,4,1,0,0
6038,15626452,Beatham,Spain,Male,32,5,2,1,0,5,1,0,0
6039,15700964,Pollard,Germany,Female,27,7,1,1,0,5,1,0,0
6040,15768887,Hsing,Spain,Male,26,5,2,1,0,4,1,0,0
6041,15735358,Dowse,Spain,Male,46,4,1,1,0,5,1,0,0
6042,15749472,Lucciano,France,Male,45,8,1,0,0,5,1,0,0
6043,15685872,Godfrey,France,Female,29,1,1,1,0,5,1,0,0
6044,15760851,Gratton,France,Male,31,6,2,0,0,4,1,0,0
6045,15734588,Manning,France,Male,46,0,2,1,0,4,1,0,0
6046,15784594,Mazzi,Germany,Female,37,1,2,1,0,4,1,0,0
6047,15606435,Wall,Germany,Male,69,2,2,1,0,5,1,0,0
6048,15790247,Sims,Spain,Male,40,9,2,1,0,5,1,0,0
6049,15676433,Allan,France,Female,36,6,1,0,0,5,1,0,0
6050,15625905,Griffen,Spain,Male,41,0,2,0,0,5,1,0,0
6051,15626414,Russell,France,Male,44,6,1,0,0,5,1,0,0
6052,15623220,Brown,Spain,Female,45,4,2,0,0,5,1,0,0
6053,15752857,Palerma,Germany,Male,52,1,2,0,0,4,1,0,0
6054,15677908,Gilbert,Spain,Male,42,4,2,0,0,4,1,0,0
6055,15773013,Uvarov,France,Female,47,0,1,1,1,2,0,2,1
6056,15623972,Wisdom,Germany,Female,23,9,1,1,0,4,1,0,0
6057,15738627,Hussain,France,Male,25,6,2,1,0,5,1,0,0
6058,15643392,Woods,France,Male,31,4,1,1,0,4,1,0,0
6059,15684868,Cameron,Germany,Male,56,9,1,0,1,3,0,1,1
6060,15627854,Mai,Spain,Male,44,3,2,1,0,4,1,0,0
6061,15669253,Gibson,Spain,Male,39,7,2,0,0,1,0,1,1
6062,15758023,Grigoryeva,Germany,Male,47,5,1,0,0,2,0,2,1
6063,15574558,Gunter,Spain,Male,32,8,2,1,0,5,1,0,0
6064,15635256,Arcuri,France,Male,31,7,1,1,0,5,1,0,0
6065,15680399,Tung,France,Male,23,2,2,0,0,5,1,0,0
6066,15674720,Smith,Germany,Female,37,7,1,1,0,1,0,2,1
6067,15580249,Lori,France,Male,45,0,1,0,0,5,1,0,0
6068,15675431,Chidimma,France,Female,34,6,2,0,0,5,1,0,0
6069,15698285,Ting,France,Female,41,4,1,1,0,5,1,0,0
6070,15810775,Tsao,Spain,Male,52,2,2,1,0,4,1,0,0
6071,15678173,Collee,Spain,Male,35,4,2,1,0,5,1,0,0
6072,15665222,Lettiere,Spain,Male,52,8,1,0,0,5,1,0,0
6073,15803908,Fu,France,Male,45,9,2,1,0,4,1,0,0
6074,15586039,Bergamaschi,Germany,Female,36,5,2,1,0,4,1,0,0
6075,15802570,Dyer,France,Female,45,5,2,1,0,4,1,0,0
6076,15781451,Buccho,France,Male,42,3,2,0,0,4,1,0,0
6077,15721019,Jones,France,Female,24,3,1,0,0,4,1,0,0
6078,15738588,Nebechi,Germany,Female,37,2,1,0,0,5,1,0,0
6079,15730657,Ibekwe,France,Female,41,4,1,1,0,4,1,0,0
6080,15739292,Gorshkov,Germany,Male,31,9,1,1,0,4,1,0,0
6081,15725945,Nweke,Spain,Female,42,2,1,0,0,2,0,1,1
6082,15813159,Hairston,France,Male,52,8,1,1,0,2,0,2,1
6083,15636820,Loggia,Germany,Male,40,8,1,0,0,5,1,0,0
6084,15603880,Morgan,Germany,Male,38,1,1,1,0,3,0,1,1
6085,15619494,Abdulov,Germany,Female,31,9,1,1,0,5,1,0,0
6086,15596992,Norris,Germany,Male,45,7,1,0,1,3,0,1,1
6087,15735025,Clark,Spain,Male,37,3,2,1,0,4,1,0,0
6088,15730759,Chukwudi,France,Female,27,9,1,0,0,0,0,2,1
6089,15752912,Perkin,France,Female,30,7,2,0,0,5,1,0,0
6090,15711316,Ch'ang,France,Male,27,2,2,1,0,5,1,0,0
6091,15738785,Kang,France,Male,26,7,2,1,0,4,1,0,0
6092,15777896,Chukwudi,Germany,Female,33,2,1,1,0,4,1,0,0
6093,15628963,Frolova,Germany,Male,43,3,2,1,0,4,1,0,0
6094,15742126,Chiu,Germany,Male,38,7,2,1,0,4,1,0,0
6095,15575623,Simpson,France,Female,31,10,1,0,0,5,1,0,0
6096,15741652,McLean,Spain,Male,37,8,1,1,0,4,1,0,0
6097,15738884,Hu,Germany,Male,41,4,1,0,0,5,1,0,0
6098,15615050,Savage,Germany,Male,47,9,2,1,1,1,0,1,1
6099,15803005,Wallace,Germany,Female,57,5,1,1,0,5,1,0,0
6100,15743498,Winter,Germany,Male,52,9,1,0,1,0,0,1,1
6101,15720463,Ho,France,Male,30,2,2,0,0,4,1,0,0
6102,15588695,Su,Spain,Male,32,6,1,1,1,3,0,1,1
6103,15665802,Li Fonti,Spain,Female,36,6,2,1,0,5,1,0,0
6104,15571144,Ives,France,Male,28,10,2,1,0,5,1,0,0
6105,15750731,Trevisani,Germany,Male,50,9,1,0,0,2,0,2,1
6106,15605134,Bond,France,Female,34,0,2,0,0,4,1,0,0
6107,15626044,Lettiere,Germany,Male,28,3,2,1,0,5,1,0,0
6108,15737910,Houghton,Germany,Male,35,5,2,0,0,4,1,0,0
6109,15761076,Lei,France,Male,41,3,2,1,0,5,1,0,0
6110,15710105,Stirling,Germany,Female,26,3,1,1,1,2,0,1,1
6111,15577402,Grant,France,Male,31,9,2,1,0,5,1,0,0
6112,15803337,Baresi,France,Male,23,9,1,0,0,5,1,0,0
6113,15654372,Pearce,Germany,Male,34,1,2,0,0,4,1,0,0
6114,15585867,Rutledge,Spain,Male,36,2,2,1,0,4,1,0,0
6115,15662488,Udegbunam,France,Female,44,5,2,0,0,2,0,2,1
6116,15604813,Zaytseva,France,Male,40,7,2,1,0,4,1,0,0
6117,15611644,Onyemauchechukwu,France,Male,73,0,1,1,0,4,1,0,0
6118,15674928,Mullah,Spain,Male,37,2,2,0,0,5,1,0,0
6119,15656100,Candler,France,Female,49,5,1,0,0,4,1,0,0
6120,15764293,Konovalova,France,Male,33,1,2,1,0,4,1,0,0
6121,15636423,Lei,France,Male,40,7,1,1,0,4,1,0,0
6122,15607629,Hollis,France,Male,48,8,2,0,0,5,1,0,0
6123,15577313,Lionel,France,Male,44,3,1,0,1,3,0,1,1
6124,15714493,Francis,Spain,Female,33,6,2,1,0,4,1,0,0
6125,15643359,Carter,Spain,Male,32,7,1,1,0,5,1,0,0
6126,15687913,Mai,Germany,Female,34,7,1,1,0,5,1,0,0
6127,15790935,Johnson,France,Female,29,5,2,1,0,4,1,0,0
6128,15708693,Sherman,France,Female,33,2,2,0,0,4,1,0,0
6129,15672016,Sabbatini,France,Male,35,1,2,1,0,5,1,0,0
6130,15727605,Shih,Germany,Male,43,4,2,1,0,5,1,0,0
6131,15651144,Yao,Germany,Female,35,2,2,0,0,4,1,0,0
6132,15749401,Ko,France,Male,60,9,3,1,0,1,0,1,1
6133,15691874,Kazakova,France,Female,34,9,1,0,0,5,1,0,0
6134,15620735,Chiganu,Germany,Female,33,4,2,0,0,4,1,0,0
6135,15769781,Nucci,Spain,Female,25,8,2,1,0,4,1,0,0
6136,15624611,Marsden,Spain,Male,37,8,2,1,0,5,1,0,0
6137,15773071,Serena,Spain,Female,33,6,1,1,0,5,1,0,0
6138,15720371,McLean,France,Female,51,3,1,0,0,1,0,1,1
6139,15717984,Longo,France,Male,47,9,1,0,1,2,0,2,1
6140,15806407,Wilson,France,Female,37,4,2,0,0,5,1,0,0
6141,15785042,Hsiung,France,Female,31,8,1,0,0,4,1,0,0
6142,15809302,Wright,France,Male,24,1,2,1,0,4,1,0,0
6143,15677550,Folliero,France,Female,38,1,2,0,0,4,1,0,0
6144,15654096,Johnston,Germany,Female,24,10,2,0,0,4,1,0,0
6145,15617320,Palermo,Spain,Female,46,3,1,0,0,4,1,0,0
6146,15653065,Nwabugwu,Spain,Female,22,7,2,0,0,4,1,0,0
6147,15649112,Endrizzi,Spain,Female,33,3,2,1,0,5,1,0,0
6148,15690526,Tuan,Germany,Male,31,2,2,0,0,4,1,0,0
6149,15806945,Udobata,France,Female,30,9,1,0,0,4,1,0,0
6150,15670066,Ibezimako,Spain,Male,34,6,2,1,0,5,1,0,0
6151,15625761,Maclean,Germany,Male,41,8,4,0,0,2,0,1,1
6152,15761525,Shaw,Spain,Female,31,10,2,0,0,5,1,0,0
6153,15735080,Cummins,France,Female,64,2,1,1,0,4,1,0,0
6154,15619537,Lavrentiev,France,Male,31,5,2,1,0,5,1,0,0
6155,15598162,Saunders,Germany,Female,39,3,1,1,0,4,1,0,0
6156,15694300,Fiorentino,France,Male,26,4,2,0,0,4,1,0,0
6157,15637235,Knight,Spain,Male,33,8,2,0,0,4,1,0,0
6158,15612444,Manfrin,France,Male,29,3,2,0,0,4,1,0,0
6159,15626457,Zetticci,France,Male,31,0,1,0,0,4,1,0,0
6160,15627995,Angelo,Germany,Female,26,5,1,1,1,2,0,2,1
6161,15706128,Zhdanov,France,Female,21,1,2,0,0,5,1,0,0
6162,15666430,Peck,France,Male,38,8,2,0,0,5,1,0,0
6163,15627385,Uwaezuoke,France,Male,34,5,1,1,0,4,1,0,0
6164,15581323,White,Germany,Female,28,7,2,0,0,4,1,0,0
6165,15608109,Greco,Germany,Male,58,7,2,1,0,5,1,0,0
6166,15801942,Chu,Spain,Female,41,8,3,1,0,3,0,2,1
6167,15567431,Kodilinyechukwu,France,Male,64,2,1,1,0,5,1,0,0
6168,15810167,Scott,Spain,Male,75,7,1,1,0,4,1,0,0
6169,15644501,Enyinnaya,France,Female,26,10,1,1,0,4,1,0,0
6170,15785290,Hao,France,Male,29,9,1,0,0,5,1,0,0
6171,15611157,McElhone,France,Female,32,2,1,0,0,5,1,0,0
6172,15673837,Ko,Spain,Male,61,3,1,1,0,5,1,0,0
6173,15656822,Day,Germany,Male,43,5,4,1,0,1,0,2,1
6174,15580560,Harris,France,Female,73,1,1,1,0,5,1,0,0
6175,15760641,Gerald,Germany,Male,26,1,1,1,0,5,1,0,0
6176,15587584,Nebeuwa,Spain,Male,31,4,2,1,0,4,1,0,0
6177,15604146,Kaodilinakachukwu,Germany,Female,38,8,2,1,0,5,1,0,0
6178,15813974,Maruff,Germany,Male,37,3,1,0,1,0,0,2,1
6179,15746986,Howe,Germany,Female,40,4,2,0,0,4,1,0,0
6180,15759741,Knepper,Germany,Female,34,4,1,1,0,4,1,0,0
6181,15734892,Fennell,Spain,Male,37,4,2,1,0,5,1,0,0
6182,15797194,T'ao,France,Male,39,10,2,0,0,4,1,0,0
6183,15723786,Morris,France,Female,37,9,2,0,0,5,1,0,0
6184,15642726,Holmes,France,Male,53,3,1,0,0,4,1,0,0
6185,15664339,Yu,Spain,Male,48,4,2,0,0,3,0,1,1
6186,15754526,Walker,Germany,Male,36,6,1,1,0,5,1,0,0
6187,15703037,Edwards,France,Male,37,5,1,1,0,2,0,2,1
6188,15751412,Harvey,France,Male,36,3,1,1,0,4,1,0,0
6189,15609558,McDonald,Germany,Female,47,5,2,1,0,1,0,1,1
6190,15572408,Chambers,Germany,Male,39,3,2,0,0,4,1,0,0
6191,15613923,Reed,Spain,Female,43,4,1,1,0,5,1,0,0
6192,15747000,Shih,France,Male,27,3,2,1,0,4,1,0,0
6193,15731781,Onyemachukwu,France,Male,43,7,2,0,0,4,1,0,0
6194,15727198,Teng,Germany,Female,28,2,2,0,0,4,1,0,0
6195,15794273,Hand,France,Female,56,0,1,1,0,4,1,0,0
6196,15804950,Onyemauchechukwu,France,Female,41,7,2,1,0,4,1,0,0
6197,15576304,Bailey,France,Male,29,5,1,1,0,5,1,0,0
6198,15645200,Chiang,Germany,Female,54,2,1,0,1,2,0,1,1
6199,15779627,Maclean,Germany,Male,31,0,1,1,0,5,1,0,0
6200,15750755,Yobachi,Spain,Female,33,8,2,0,0,4,1,0,0
6201,15569654,Munro,Germany,Female,31,3,1,0,0,5,1,0,0
6202,15753079,Chidi,France,Male,41,5,3,0,0,4,1,0,0
6203,15684995,Chamberlain,Spain,Male,49,8,1,1,0,5,1,0,0
6204,15790763,Trujillo,Spain,Female,49,2,2,0,0,4,1,0,0
6205,15766458,Tang,France,Male,33,1,1,0,0,4,1,0,0
6206,15616221,Wilson,France,Female,29,4,1,0,0,1,0,2,1
6207,15776124,Mann,Spain,Male,51,7,1,1,0,4,1,0,0
6208,15665811,Parry,France,Male,33,9,1,0,0,4,1,0,0
6209,15729804,Manfrin,France,Male,34,10,2,1,0,5,1,0,0
6210,15714062,Millar,France,Female,40,9,1,0,0,0,0,2,1
6211,15592197,Simmons,Spain,Male,30,3,2,0,0,5,1,0,0
6212,15793116,Beneventi,Germany,Female,40,7,1,0,0,5,1,0,0
6213,15638231,Chung,Spain,Female,62,2,2,1,0,4,1,0,0
6214,15697678,Maxwell,Germany,Male,36,6,2,1,0,4,1,0,0
6215,15800412,Dale,Germany,Male,35,9,2,1,0,4,1,0,0
6216,15597610,Stevens,Spain,Male,41,6,1,1,0,4,1,0,0
6217,15726634,Wei,France,Male,47,1,1,0,0,4,1,0,0
6218,15670866,Chiu,France,Male,31,2,2,1,0,5,1,0,0
6219,15667462,Duncan,Spain,Male,43,10,2,0,0,4,1,0,0
6220,15662574,Brady,Spain,Male,37,1,1,0,0,5,1,0,0
6221,15716926,Macleod,France,Male,33,10,2,0,0,5,1,0,0
6222,15603554,Berkeley,France,Female,45,0,3,0,0,2,0,1,1
6223,15716800,Kaur,France,Male,31,2,2,1,0,4,1,0,0
6224,15679429,Bell,France,Male,32,0,1,1,0,5,1,0,0
6225,15616122,Nwokike,France,Male,39,8,2,1,0,4,1,0,0
6226,15742172,Williamson,Germany,Male,32,9,2,0,0,5,1,0,0
6227,15792305,Mountgarrett,Germany,Male,46,6,3,1,0,3,0,1,1
6228,15636016,Wreford,France,Female,34,3,1,1,0,5,1,0,0
6229,15733138,Paterson,Germany,Male,42,5,1,1,0,5,1,0,0
6230,15669741,Hou,France,Male,36,7,1,0,0,5,1,0,0
6231,15616954,Smith,France,Male,71,4,2,1,0,5,1,0,0
6232,15729238,Peng,Germany,Male,48,1,1,1,0,3,0,2,1
6233,15718242,Wollstonecraft,Germany,Female,47,1,1,0,0,3,0,2,1
6234,15682914,Bolton,France,Male,34,2,1,1,0,5,1,0,0
6235,15654274,Corrie,France,Male,37,6,2,0,0,4,1,0,0
6236,15691457,Boyle,Spain,Male,36,2,2,1,0,5,1,0,0
6237,15719649,Lambie,France,Male,38,3,1,0,0,5,1,0,0
6238,15778897,Cartwright,France,Female,28,1,2,1,0,4,1,0,0
6239,15589437,Lu,France,Male,26,3,1,1,0,4,1,0,0
6240,15682369,Pisano,France,Male,47,6,1,1,0,4,1,0,0
6241,15626507,Chukwubuikem,France,Male,27,1,1,0,0,5,1,0,0
6242,15571995,Harper,Germany,Female,33,1,2,1,0,5,1,0,0
6243,15673333,Wilson,Germany,Male,52,8,1,1,0,4,1,0,0
6244,15748752,Ch'in,Germany,Male,33,1,2,0,0,5,1,0,0
6245,15725302,Streeton,Spain,Female,20,4,2,0,0,4,1,0,0
6246,15722083,Ch'ang,Spain,Male,39,8,2,0,0,5,1,0,0
6247,15771442,Pennington,France,Male,40,4,1,1,1,1,0,2,1
6248,15803633,T'ien,France,Female,46,1,2,0,0,4,1,0,0
6249,15672185,Liu,France,Male,47,3,2,0,0,4,1,0,0
6250,15806486,Cunningham,France,Female,48,0,2,0,0,4,1,0,0
6251,15570895,Ch'in,France,Male,42,10,1,0,0,5,1,0,0
6252,15614520,Smith,France,Female,37,8,1,0,0,5,1,0,0
6253,15687492,Anderson,Germany,Male,32,3,2,0,0,5,1,0,0
6254,15675337,Forbes,Germany,Female,34,5,1,1,1,0,0,2,1
6255,15721047,Ansell,Germany,Male,37,1,1,0,0,5,1,0,0
6256,15589017,Chiu,Germany,Male,55,4,3,0,1,3,0,1,1
6257,15611186,Yevdokimova,France,Male,37,1,1,1,0,1,0,2,1
6258,15617301,Chamberlin,Germany,Male,36,9,1,0,0,4,1,0,0
6259,15726046,Johnston,France,Female,27,2,1,0,0,4,1,0,0
6260,15585748,McDonald,Germany,Female,28,9,2,1,0,5,1,0,0
6261,15672826,Chen,France,Female,32,10,2,1,0,4,1,0,0
6262,15595162,Cattaneo,Spain,Female,35,8,1,0,0,5,1,0,0
6263,15650026,Barclay-Harvey,France,Male,44,1,2,1,1,3,0,1,1
6264,15745826,Dawson,France,Male,37,3,2,1,0,5,1,0,0
6265,15708610,Costa,Germany,Male,44,9,2,0,0,5,1,0,0
6266,15624471,Chikwado,France,Male,37,6,2,0,0,5,1,0,0
6267,15590097,Ch'eng,Spain,Female,33,7,1,0,0,4,1,0,0
6268,15689328,Harrison,Germany,Male,48,9,1,0,1,3,0,2,1
6269,15582154,Crawford,France,Female,45,5,1,1,0,4,1,0,0
6270,15734626,Gibson,Spain,Female,36,1,2,1,0,4,1,0,0
6271,15702806,Martin,Spain,Male,24,9,1,0,0,4,1,0,0
6272,15620756,Stokes,France,Male,49,6,1,1,0,0,0,2,1
6273,15611331,Niu,France,Female,46,1,1,1,1,3,0,2,1
6274,15576935,Ampt,Spain,Male,43,2,2,1,0,1,0,2,1
6275,15661275,Wynn,Germany,Male,52,3,1,0,1,2,0,1,1
6276,15814940,Lawrence,Spain,Female,33,9,2,1,0,5,1,0,0
6277,15768471,Wagner,Germany,Female,54,6,1,0,0,3,0,1,1
6278,15697391,Argyle,Spain,Female,34,3,2,0,0,4,1,0,0
6279,15793346,Ofodile,France,Female,72,3,2,1,0,4,1,0,0
6280,15608338,Chiemenam,Spain,Female,55,9,4,0,1,1,0,1,1
6281,15578546,Akobundu,Germany,Male,26,4,1,1,0,4,1,0,0
6282,15656921,Locke,France,Male,31,4,2,0,0,5,1,0,0
6283,15761340,Bullen,France,Male,22,5,2,1,0,4,1,0,0
6284,15591135,Forster,France,Male,37,2,2,0,0,5,1,0,0
6285,15623219,Smith,France,Male,33,8,1,0,0,1,0,1,1
6286,15655229,Craig,Germany,Female,35,7,1,1,0,5,1,0,0
6287,15805884,Archer,France,Female,41,9,2,0,0,4,1,0,0
6288,15668289,McWilliams,Spain,Male,32,2,1,1,0,5,1,0,0
6289,15568562,Moss,France,Male,40,8,1,0,0,4,1,0,0
6290,15773276,Townsend,Spain,Male,63,4,1,0,1,0,0,1,1
6291,15622801,Brown,France,Female,27,8,1,1,0,5,1,0,0
6292,15779886,Munson,Spain,Male,24,7,2,0,0,5,1,0,0
6293,15713673,T'ien,France,Female,33,1,1,1,0,5,1,0,0
6294,15783083,Shubin,France,Male,27,9,2,0,0,4,1,0,0
6295,15742824,Isayeva,Germany,Male,42,7,1,0,0,4,1,0,0
6296,15621550,Hung,Spain,Female,50,1,3,0,0,0,0,1,1
6297,15799480,Webb,France,Male,34,0,2,1,0,4,1,0,0
6298,15625247,Scott,France,Female,34,1,1,0,0,4,1,0,0
6299,15755241,Rahman,France,Female,52,2,1,1,1,1,0,2,1
6300,15575679,Lori,France,Male,24,7,1,0,0,5,1,0,0
6301,15668235,Cooke,France,Female,41,3,1,1,0,5,1,0,0
6302,15683183,Volkova,Germany,Female,45,6,1,0,0,4,1,0,0
6303,15684592,Lamb,Spain,Male,42,4,2,1,0,5,1,0,0
6304,15591169,Hawes,Germany,Female,49,4,1,0,0,2,0,1,1
6305,15653455,Smith,France,Female,38,2,2,1,0,5,1,0,0
6306,15732563,Swanton,Germany,Female,33,7,2,1,0,4,1,0,0
6307,15656471,Mitchell,France,Male,33,9,2,1,0,4,1,0,0
6308,15598510,Colombo,Germany,Male,27,4,2,1,0,4,1,0,0
6309,15766427,Shaw,Germany,Male,52,5,2,0,0,3,0,1,1
6310,15785342,Shipp,France,Male,25,9,2,1,0,4,1,0,0
6311,15641595,Jonathan,Spain,Male,43,4,2,0,0,4,1,0,0
6312,15798429,Hernandez,France,Male,29,8,2,1,0,4,1,0,0
6313,15648136,Green,Germany,Female,28,9,1,0,0,5,1,0,0
6314,15812482,Young,France,Male,27,3,1,0,0,5,1,0,0
6315,15790810,Han,France,Female,41,10,1,1,0,3,0,1,1
6316,15687421,Highland,Spain,Male,67,9,1,0,0,0,0,1,1
6317,15765643,Hamilton,France,Male,37,6,2,1,0,4,1,0,0
6318,15654878,Yobanna,France,Male,29,7,1,1,0,4,1,0,0
6319,15686835,Crawford,Germany,Female,57,9,1,0,0,0,0,1,1
6320,15768340,Beavers,Germany,Female,19,3,1,1,0,4,1,0,0
6321,15673599,Williamson,Spain,Male,32,5,1,1,0,5,1,0,0
6322,15689096,Beneventi,France,Male,47,0,1,1,0,4,1,0,0
6323,15684294,Chidumaga,France,Male,50,2,2,1,0,4,1,0,0
6324,15615828,Mitchell,France,Male,34,8,1,0,0,5,1,0,0
6325,15746012,Chibugo,Spain,Female,28,0,2,1,1,2,0,1,1
6326,15615797,Hyde,Germany,Male,59,5,1,1,0,0,0,2,1
6327,15788494,Alekseeva,France,Male,31,8,1,0,0,5,1,0,0
6328,15793856,Abdulov,Spain,Female,36,3,2,1,0,5,1,0,0
6329,15629545,Buckley,Spain,Female,41,7,1,0,0,4,1,0,0
6330,15661198,Howard,Germany,Male,34,2,1,1,0,4,1,0,0
6331,15715117,Peel,France,Female,39,6,1,0,0,4,1,0,0
6332,15701074,Herz,Germany,Male,35,8,1,1,0,4,1,0,0
6333,15793046,Holden,France,Female,35,4,1,1,0,5,1,0,0
6334,15623744,McLean,France,Male,34,8,1,1,0,5,1,0,0
6335,15611329,Findlay,Spain,Female,35,6,2,1,0,4,1,0,0
6336,15740428,Wyatt,France,Female,35,1,2,0,0,4,1,0,0
6337,15781534,Rapuluolisa,Germany,Female,35,4,1,0,0,4,1,0,0
6338,15618243,Buckland,Spain,Female,43,1,1,1,0,5,1,0,0
6339,15784161,Hargreaves,Germany,Male,39,8,1,0,0,4,1,0,0
6340,15700325,Onyeoruru,France,Female,24,8,1,0,0,5,1,0,0
6341,15659064,Salas,Spain,Male,37,8,2,1,0,4,1,0,0
6342,15658364,Laney,Germany,Female,40,1,1,1,0,5,1,0,0
6343,15704340,Fu,France,Female,37,10,1,0,0,5,1,0,0
6344,15793455,Tien,Spain,Female,55,6,1,0,0,2,0,2,1
6345,15579777,Sazonova,France,Male,41,3,2,0,0,5,1,0,0
6346,15632345,Tuan,France,Female,35,4,2,0,0,4,1,0,0
6347,15814468,Wei,Germany,Male,50,1,1,1,0,3,0,2,1
6348,15754820,Bergamaschi,Germany,Male,35,8,2,1,0,5,1,0,0
6349,15707505,Taylor,Spain,Male,31,8,2,0,0,4,1,0,0
6350,15699507,Messersmith,France,Female,25,7,2,1,0,5,1,0,0
6351,15799600,Coles,Germany,Male,48,1,1,1,0,4,1,0,0
6352,15794472,Brookes,France,Female,27,3,2,0,0,5,1,0,0
6353,15646632,Reid,France,Male,38,9,2,0,0,5,1,0,0
6354,15676353,Etheridge,France,Male,35,8,1,1,0,5,1,0,0
6355,15566312,Jolly,Spain,Female,42,5,3,1,0,0,0,1,1
6356,15570414,Chizoba,Spain,Male,41,4,1,0,0,5,1,0,0
6357,15776743,Eberegbulam,France,Male,43,9,2,1,0,4,1,0,0
6358,15674637,Pagnotto,France,Female,68,3,1,1,0,5,1,0,0
6359,15730418,Lucchesi,France,Female,32,2,2,0,0,5,1,0,0
6360,15739972,Hughes,Germany,Female,45,9,3,0,1,3,0,1,1
6361,15661591,Panicucci,Germany,Male,39,1,2,1,0,5,1,0,0
6362,15675585,Burns,Germany,Female,25,0,2,1,0,4,1,0,0
6363,15814750,Ricci,Spain,Male,34,8,2,1,0,5,1,0,0
6364,15593454,Lambert,Spain,Female,40,4,1,0,0,4,1,0,0
6365,15663421,Esposito,Spain,Male,28,6,2,0,0,5,1,0,0
6366,15576196,Benson,Spain,Female,48,5,2,0,0,0,0,2,1
6367,15677324,Botts,Germany,Male,73,9,1,1,0,5,1,0,0
6368,15568742,Parkes,France,Female,41,9,1,0,0,5,1,0,0
6369,15693764,Mai,Spain,Male,52,0,1,0,1,0,0,2,1
6370,15714260,Castiglione,France,Female,38,2,2,0,0,4,1,0,0
6371,15798200,Manna,France,Male,35,2,3,1,0,4,1,0,0
6372,15656627,Lin,France,Male,34,5,2,1,0,5,1,0,0
6373,15791111,Fink,France,Female,47,2,2,0,0,4,1,0,0
6374,15638269,Baresi,France,Male,67,2,2,1,0,4,1,0,0
6375,15807473,Morehead,France,Male,38,1,2,1,0,5,1,0,0
6376,15708534,Afamefuna,Spain,Female,64,5,1,0,0,2,0,2,1
6377,15640686,Greco,France,Male,46,5,1,0,1,1,0,1,1
6378,15588904,Balashova,France,Male,33,9,1,0,1,3,0,1,1
6379,15768763,Bogdanov,France,Male,37,2,1,1,1,0,0,1,1
6380,15770543,Lowe,France,Male,37,7,1,0,0,4,1,0,0
6381,15642162,Ponce,Germany,Male,35,1,1,0,1,3,0,2,1
6382,15714046,Trevisano,Spain,Male,33,3,2,1,0,4,1,0,0
6383,15575060,Gardner,France,Male,24,5,2,0,0,4,1,0,0
6384,15812040,Lorenzo,France,Male,36,6,1,0,0,4,1,0,0
6385,15812073,Palmer,France,Female,31,7,2,1,0,4,1,0,0
6386,15706810,Zuyeva,Germany,Female,32,1,2,1,0,5,1,0,0
6387,15584090,Jen,Spain,Female,40,7,2,1,0,0,0,1,1
6388,15810807,Alekseeva,France,Female,43,9,2,0,0,5,1,0,0
6389,15582033,Manfrin,Germany,Male,44,3,1,0,0,3,0,2,1
6390,15687607,Chiemenam,France,Female,30,9,1,1,0,4,1,0,0
6391,15588406,Chiemenam,Spain,Female,37,7,2,0,0,4,1,0,0
6392,15784099,Clark,France,Female,38,5,1,0,0,4,1,0,0
6393,15701352,Fanucci,Spain,Female,28,3,2,0,0,5,1,0,0
6394,15789371,Cattaneo,Germany,Female,41,4,2,1,0,5,1,0,0
6395,15602845,Udinesi,Germany,Male,41,2,2,0,0,4,1,0,0
6396,15707918,Bentley,Germany,Female,36,0,2,0,0,4,1,0,0
6397,15602812,Holmes,Germany,Female,44,2,2,1,0,4,1,0,0
6398,15675888,Austin,Spain,Female,33,9,1,1,0,4,1,0,0
6399,15591822,Mackenzie,Spain,Male,26,9,1,0,0,4,1,0,0
6400,15738501,Booth,Germany,Male,48,9,1,1,1,1,0,2,1
6401,15585907,Collier,Spain,Female,30,5,2,0,0,4,1,0,0
6402,15579040,Hs?,France,Female,46,10,2,0,0,5,1,0,0
6403,15804211,Oluchukwu,France,Male,36,3,1,1,0,4,1,0,0
6404,15736126,Sung,Germany,Male,55,0,1,1,0,2,0,1,1
6405,15745399,Marino,Spain,Female,49,2,1,0,1,1,0,1,1
6406,15760749,Vinogradov,Spain,Male,41,7,1,1,0,4,1,0,0
6407,15637118,Burns,France,Male,33,4,1,0,0,5,1,0,0
6408,15657829,Fanucci,Germany,Male,30,8,1,0,1,2,0,2,1
6409,15738497,Chukwujamuike,Spain,Male,44,4,2,0,0,4,1,0,0
6410,15690695,Flynn,France,Female,33,9,2,1,0,5,1,0,0
6411,15762351,Chao,Spain,Female,63,1,2,1,0,5,1,0,0
6412,15791172,Yeh,Germany,Female,21,1,1,0,0,5,1,0,0
6413,15598982,Klein,Germany,Female,53,5,1,1,0,1,0,1,1
6414,15734765,Mahmood,France,Female,20,4,1,1,0,4,1,0,0
6415,15642912,Tu,France,Female,21,2,1,0,0,4,1,0,0
6416,15769516,Shcherbakov,France,Female,42,9,2,0,0,5,1,0,0
6417,15789379,Zetticci,France,Male,26,6,1,0,0,4,1,0,0
